alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_record_id,crash_type,damage,device_condition,first_crash_type,latitude,lighting_condition,longitude,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,private_property_i,hit_and_run_i,intersection_related_i,crash_date_est_i,work_zone_i,workers_present_i,veh_count,ppl_count,veh_area_01_i_list_json,veh_area_02_i_list_json,veh_area_12_i_list_json,veh_crash_date_list_json,veh_crash_unit_id_list_json,veh_first_contact_point_list_json,veh_lic_plate_state_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_occupant_cnt_list_json,veh_travel_direction_list_json,veh_unit_no_list_json,veh_unit_type_list_json,veh_vehicle_defect_list_json,veh_vehicle_id_list_json,veh_vehicle_type_list_json,veh_vehicle_use_list_json,veh_vehicle_year_list_json,veh_area_03_i_list_json,veh_area_04_i_list_json,veh_area_11_i_list_json,veh_towed_by_list_json,veh_towed_i_list_json,veh_area_07_i_list_json,veh_area_99_i_list_json,veh_area_09_i_list_json,veh_area_10_i_list_json,veh_cmrc_veh_i_list_json,veh_num_passengers_list_json,veh_area_08_i_list_json,veh_area_00_i_list_json,veh_area_05_i_list_json,veh_area_06_i_list_json,veh_towed_to_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_bac_result_list_json,ppl_city_list_json,ppl_crash_date_list_json,ppl_driver_action_list_json,ppl_driver_vision_list_json,ppl_drivers_license_class_list_json,ppl_drivers_license_state_list_json,ppl_ejection_list_json,ppl_hospital_list_json,ppl_person_id_list_json,ppl_person_type_list_json,ppl_physical_condition_list_json,ppl_safety_equipment_list_json,ppl_sex_list_json,ppl_state_list_json,ppl_vehicle_id_list_json,ppl_zipcode_list_json,ppl_ems_agency_list_json,ppl_seat_no_list_json,ppl_pedpedal_action_list_json,ppl_pedpedal_location_list_json,ppl_pedpedal_visibility_list_json,ppl_ems_run_no_list_json,year,month,hour,day,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,ppl_age_mean,ppl_age_min,ppl_age_max,prim_contributory_cause_group,ksi_flag
STRAIGHT AND LEVEL,935,2025-10-03 15:10:00,6,15,10,026903158C4C2832DD460B74374F52960B75284F2D207F368EFBA4D9104A328C143F59639BE30280BDE927E5E2EF076724740B9B55631A62FCD6694DA42A5B27,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,REAR END,41.8017556968,DAYLIGHT,-87.6419403937,2,30,FOLLOWING TOO CLOSELY,NO DEFECTS,DRY,NOT APPLICABLE,W,632,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,[],[],"[""Y""]","[""2025-10-03T15:10:00.000""]","[""2162904"", ""2162905""]","[""FRONT"", ""OTHER""]","[""IL""]","[""DODGE""]","[""STRAIGHT AHEAD""]","[""CHARGER"", ""RAM 1500 PU""]","[""1""]","[""E""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2061802"", ""2061811""]","[""PASSENGER"", ""PICKUP""]","[""PERSONAL""]","[""2006"", ""2019""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""Y""]",[],[],[],"['25', '46']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-03T15:10:00.000""]","[""FOLLOWED TOO CLOSELY"", ""NONE""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2162904"", ""O2162905""]","[""DRIVER""]","[""NORMAL""]","[""USAGE UNKNOWN""]","[""M""]","[""IL""]","[""2061802"", ""2061811""]","[""60609""]",[],[],[],[],[],[],2025,10,15,3,False,afternoon,41.8,-87.64,41.8_-87.64,35.5,25,46,FOLLOWING TOO CLOSELY,0
STRAIGHT AND LEVEL,1213,2025-10-03 15:05:00,6,15,10,8E70D145FCF91A40CD66EED27C4B6F2438024D854D89B20A41D0FDEC066BE63D3784E979B79FFBC6AE7A166599EAAA1787C48789F8E5270ED3F27D120FDD7FD6,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,PEDALCYCLIST,41.8976050687,DAYLIGHT,-87.6574079485,2,30,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,DRY,FAILING TO YIELD RIGHT-OF-WAY,N,899,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,2,2,"[""Y""]",[],[],"[""2025-10-03T15:05:00.000""]","[""2162908"", ""2162909""]","[""FRONT-RIGHT-CORNER""]","[""IN""]","[""HONDA""]","[""TURNING RIGHT""]","[""ACCORD""]","[""1""]","[""N""]","[""1"", ""2""]","[""BICYCLE"", ""DRIVER""]","[""UNKNOWN""]","[""2061806""]","[""PASSENGER""]","[""PERSONAL""]","[""2020""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['28', '33']","[""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO"", ""HOBART""]","[""2025-10-03T15:05:00.000""]","[""FAILED TO YIELD"", ""NONE""]","[""NOT OBSCURED""]","[""B""]","[""IN""]","[""NONE""]","[""REFUSED""]","[""O2162908"", ""O2162909""]","[""BICYCLE"", ""DRIVER""]","[""NORMAL""]","[""BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY)"", ""USAGE UNKNOWN""]","[""F""]","[""IL"", ""IN""]","[""2061806""]","[""46342"", ""60622""]","[""N/A""]",[],"[""CROSSING - NO CONTROLS (AT INTERSECTION)""]","[""BIKE LANE""]","[""OTHER LIGHT SOURCE USED""]",[],2025,10,15,3,False,afternoon,41.9,-87.66,41.9_-87.66,30.5,28,33,FAILURE-TO-YIELD,0
STRAIGHT AND LEVEL,1623,2025-10-03 15:00:00,6,15,10,29ABEFFFFA01AEAF4F6972A5F29E3B38204643904D1CF72AFC7831597CADE9D59873E906513FD0C426C4A6667A4878851B1B8AAAE9B01658125EB962FA37AB68,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,REAR END,41.965212514,DAYLIGHT,-87.7586212605,3,30,FOLLOWING TOO CLOSELY,NO DEFECTS,DRY,FOLLOWING TOO CLOSELY,N,4650,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,1,4,"[""Y""]","[""Y""]","[""Y""]","[""2025-10-03T15:00:00.000""]","[""2163029"", ""2163030"", ""2163031""]","[""FRONT"", ""REAR""]","[""IL"", ""OK""]","[""HONDA"", ""NISSAN"", ""TOYOTA""]","[""SLOW/STOP IN TRAFFIC"", ""UNKNOWN/NA""]","[""ACCORD"", ""CAMRY"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""1"", ""3""]","[""SE""]","[""1"", ""2"", ""3""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2061920"", ""2061924"", ""2061930""]","[""PASSENGER""]","[""PERSONAL""]","[""2008"", ""2009""]",[],[],"[""Y""]","[""PRIVATE  TOW COMPANY""]","[""Y""]","[""Y""]",[],[],[],[],"[""2""]",[],[],"[""Y""]","[""Y""]",[],"['21', '27', '5', '7']","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED"", ""TEST REFUSED""]","[""CHICAGO""]","[""2025-10-03T15:00:00.000""]","[""FOLLOWED TOO CLOSELY"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE"", ""UNKNOWN""]",[],"[""O2163029"", ""O2163030"", ""O2163031"", ""P477331"", ""P477332""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL"", ""UNKNOWN""]","[""NONE PRESENT"", ""USAGE UNKNOWN""]","[""F"", ""M"", ""X""]","[""IL""]","[""2061920"", ""2061924"", ""2061930""]","[""60639"", ""60641"", ""606641""]",[],"[""4"", ""6""]",[],[],[],[],2025,10,15,3,False,afternoon,41.97,-87.76,41.97_-87.76,15.0,5,27,FOLLOWING TOO CLOSELY,1
STRAIGHT AND LEVEL,812,2025-10-03 15:00:00,6,15,10,190C868E7D26C630F25701A74FF9C8334EE09ABD5F003498F60DCF6B2EC81574373C0EB74DDB8331E87901D90FEFF1A00CFD091A2A5AA5919C40DF87D5C6648A,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.7786066475,DAYLIGHT,-87.7643375413,3,30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNKNOWN,UNKNOWN,NOT APPLICABLE,S,6240,NO CONTROLS,PARKING LOT,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,2,1,[],[],[],"[""2025-10-03T15:00:00.000""]","[""2163048"", ""2163049"", ""2163050""]","[""REAR"", ""SIDE-LEFT"", ""SIDE-RIGHT""]","[""IL""]","[""CHEVROLET"", ""FORD"", ""NISSAN""]","[""LEAVING TRAFFIC LANE TO PARK"", ""PARKED""]","[""ROGUE"", ""SUBURBAN"", ""TRANSIT""]","[""0"", ""1""]","[""S""]","[""1"", ""2"", ""3""]","[""DRIVER"", ""PARKED""]","[""NONE""]","[""2061936"", ""2061940"", ""2061945""]","[""SPORT UTILITY VEHICLE (SUV)"", ""VAN/MINI-VAN""]","[""NOT IN USE"", ""PERSONAL""]","[""2003"", ""2015""]",[],"[""Y""]",[],[],[],"[""Y""]",[],"[""Y""]","[""Y""]",[],[],"[""Y""]",[],[],[],[],['22'],"[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""OAK LAWN""]","[""2025-10-03T15:00:00.000""]","[""OTHER""]","[""NOT OBSCURED""]",[],"[""IL""]","[""UNKNOWN""]",[],"[""O2163048""]","[""DRIVER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""M""]","[""IL""]","[""2061936""]","[""60453""]",[],[],[],[],[],[],2025,10,15,3,False,afternoon,41.78,-87.76,41.78_-87.76,22.0,22,22,OTHER,0
STRAIGHT AND LEVEL,1731,2025-10-03 14:53:00,6,14,10,CD6871EF824616D0977AB86D275430EA2ABA4FD54CCB7DCC6BECDBFD3AD94C0D7AAE75B464932B1D8A1FBE62466DC420B4CBECE2E802D1804BDC6178C5FF83EE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FUNCTIONING PROPERLY,TURNING,41.9461757339,DAYLIGHT,-87.7469215602,3,30,NOT APPLICABLE,NO DEFECTS,DRY,NOT APPLICABLE,N,3601,TRAFFIC SIGNAL,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,1,3,[],[],"[""Y""]","[""2025-10-03T14:53:00.000""]","[""2162957"", ""2162958"", ""2162959""]","[""FRONT"", ""FRONT-RIGHT-CORNER""]","[""IL""]","[""JAGUAR"", ""LINCOLN"", ""TOYOTA""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]","[""NAVIGATOR"", ""SIENNA"", ""X-TYPE""]","[""1""]","[""S"", ""SE""]","[""1"", ""2"", ""3""]","[""DRIVER""]","[""NONE""]","[""2061851"", ""2061865"", ""2061870""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)"", ""VAN/MINI-VAN""]","[""PERSONAL""]","[""1998"", ""2004"", ""2005""]",[],[],"[""Y""]","[""PRIVATE""]","[""Y""]","[""N""]",[],[],[],[],[],[],"[""Y""]",[],"[""Y""]","[""PRIVATE""]","['25', '36', '53']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-03T14:53:00.000""]","[""NONE"", ""OTHER""]","[""UNKNOWN""]","[""C"", ""D""]","[""IL""]","[""NONE""]",[],"[""O2162957"", ""O2162958"", ""O2162959""]","[""DRIVER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""F"", ""M""]","[""IL""]","[""2061851"", ""2061865"", ""2061870""]","[""60641"", ""60646""]",[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.95,-87.75,41.95_-87.75,38.0,25,53,OTHER,0
STRAIGHT AND LEVEL,434,2025-10-03 14:53:00,6,14,10,72ED1C72B88C88DF8C5EFC20BC7E369CD2445D57FC2670748FA6FAF244E6784AE1B087959905211A316DC1AB872BD0EDF451F12A067CDA64BAAE8B926D98708B,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,FIXED OBJECT,41.6546238286,DAYLIGHT,-87.5594447798,1,30,NOT APPLICABLE,SHOULDER DEFECT,DRY,NOT APPLICABLE,S,13230,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,1,[],[],[],"[""2025-10-03T14:53:00.000""]","[""2162880""]","[""FRONT""]","[""IL""]","[""CADILLAC""]","[""STRAIGHT AHEAD""]","[""CT5""]","[""1""]","[""S""]","[""1""]","[""DRIVER""]","[""NONE""]","[""2061785""]","[""PASSENGER""]","[""PERSONAL""]","[""2020""]",[],[],[],"[""CITY OF CHICAGO""]","[""Y""]",[],[],[],[],[],[],[],[],[],[],"[""103/DOTY""]",['48'],"[""DEPLOYED, COMBINATION""]","[""TEST NOT OFFERED""]","[""MOKENA""]","[""2025-10-03T14:53:00.000""]","[""OVERCORRECTED""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]","[""REFUSED""]","[""O2162880""]","[""DRIVER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""M""]","[""IL""]","[""2061785""]","[""60448""]","[""CFD AMB 25""]",[],[],[],[],[],2025,10,14,3,False,afternoon,41.65,-87.56,41.65_-87.56,48.0,48,48,OTHER,1
STRAIGHT AND LEVEL,412,2025-10-03 14:51:00,6,14,10,47EFD698EAB78D14C9C602FE11CE16FCA07E73DDA3409F3A99A8E74288164CE56259B8870191FF6BA7750377A4A66B7D737A32CF51E953ADD0C6556EF8547AF3,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,REAR END,41.7397504818,UNKNOWN,-87.5858567495,2,15,IMPROPER BACKING,UNKNOWN,UNKNOWN,UNABLE TO DETERMINE,S,8524,NO CONTROLS,PARKING LOT,CLEAR,1.0,0.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]",[],"[""Y""]","[""2025-10-03T14:51:00.000""]","[""2162989"", ""2162990""]","[""FRONT"", ""REAR""]","[""IL""]","[""HONDA"", ""KIA""]","[""BACKING"", ""OTHER""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""SPORTAGE""]","[""1""]","[""UNKNOWN""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2061881"", ""2061909""]","[""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2020"", ""2024""]",[],[],"[""Y""]",[],[],[],"[""Y""]",[],"[""Y""]",[],[],[],[],[],[],[],"['49', '74']","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-03T14:51:00.000""]","[""IMPROPER BACKING"", ""NONE""]","[""UNKNOWN""]","[""A"", ""D""]","[""IL""]","[""NONE"", ""UNKNOWN""]","[""REFUSED"", ""UNKNOWN""]","[""O2162989"", ""O2162990""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2061881"", ""2061909""]","[""60617"", ""60619""]","[""REFUSED"", ""UNKNOWN""]",[],[],[],[],[],2025,10,14,3,False,afternoon,41.74,-87.59,41.74_-87.59,61.5,49,74,OTHER,0
STRAIGHT AND LEVEL,912,2025-10-03 14:50:00,6,14,10,0CDF9520E96391F1FD4E60F535E83704EF0AB58A93432BF9E3BD5299E6031F50DAF87EE1B7321B5C962485828C135A29C1C431C289A8ED3C363095F8D1326AB3,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,ANGLE,41.8270345931,DAYLIGHT,-87.6593991254,2,30,FAILING TO YIELD RIGHT-OF-WAY,WORN SURFACE,DRY,FAILING TO REDUCE SPEED TO AVOID CRASH,W,1346,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]",[],"[""Y""]","[""2025-10-03T14:50:00.000""]","[""2162894"", ""2162895""]","[""FRONT"", ""FRONT-LEFT-CORNER""]","[""IL""]","[""CHEVROLET"", ""HONDA""]","[""OTHER"", ""STRAIGHT AHEAD""]","[""ACCORD"", ""TRAX""]","[""1""]","[""S"", ""W""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2061794"", ""2061803""]","[""PASSENGER""]","[""PERSONAL""]","[""2016"", ""2018""]",[],[],"[""Y""]","[""UNKNOWN""]","[""Y""]",[],[],[],"[""Y""]",[],[],[],[],[],[],"[""UNKOWN""]","['35', '50']","[""DEPLOYED, FRONT"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-03T14:50:00.000""]","[""FAILED TO YIELD"", ""NONE""]","[""UNKNOWN""]","[""C"", ""D""]","[""IL""]","[""NONE""]",[],"[""O2162894"", ""O2162895""]","[""DRIVER""]","[""NORMAL""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2061794"", ""2061803""]","[""60619"", ""60652""]",[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.83,-87.66,41.83_-87.66,42.5,35,50,FAILURE-TO-YIELD,1
STRAIGHT AND LEVEL,1922,2025-10-03 14:50:00,6,14,10,052162CD5109426257E6CD25282EC1F74669D6DF5235512570BB63331213D9BFADBB6679A2EB4D6F08CAC0B59B7B07DB12D78642D8F701981DD03A3CA8F2ACDF,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,ANGLE,41.9489926078,DAYLIGHT,-87.6644663815,2,30,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,DRY,IMPROPER BACKING,W,1408,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,1,[],[],[],"[""2025-10-03T14:50:00.000""]","[""2162882"", ""2162883""]","[""FRONT-LEFT-CORNER"", ""REAR-LEFT-CORNER""]","[""IL""]","[""CHEVROLET"", ""HYUNDAI""]","[""BACKING"", ""STRAIGHT AHEAD""]","[""ELANTRA"", ""SUBURBAN""]","[""1""]","[""E"", ""S""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2061784"", ""2061790""]","[""PASSENGER""]","[""PERSONAL""]","[""2017"", ""2024""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],[],[],[],[],[],[],[],[],['71'],"[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO"", ""DES PLAINES""]","[""2025-10-03T14:50:00.000""]","[""IMPROPER BACKING"", ""IMPROPER PASSING""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D"", ""DM""]","[""IL""]","[""NONE""]",[],"[""O2162882"", ""O2162883""]","[""DRIVER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""F"", ""M""]","[""IL""]","[""2061784"", ""2061790""]","[""60018"", ""60638""]",[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.95,-87.66,41.95_-87.66,71.0,71,71,FAILURE-TO-YIELD,0
STRAIGHT AND LEVEL,512,2025-10-03 14:50:00,6,14,10,A3D1146F70DF28A561CE62260EB71A1C8915A4AF681549A801484E43DA36A92200AFA7A1D5BC156619BD098321A65374043013D9233778CE6932E2A2D9ABD3FF,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,TURNING,41.705233193,DAYLIGHT,-87.6283712374,2,30,UNABLE TO DETERMINE,UNKNOWN,DRY,UNABLE TO DETERMINE,S,10400,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,1,[],[],"[""Y""]","[""2025-10-03T14:50:00.000""]","[""2162878"", ""2162879""]","[""FRONT-LEFT-CORNER"", ""REAR-LEFT-CORNER""]","[""IL""]","[""CHEVROLET"", ""FORD""]","[""STRAIGHT AHEAD"", ""U-TURN""]","[""F150"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""2""]","[""E""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2061777"", ""2061783""]","[""PASSENGER"", ""PICKUP""]","[""COMMERCIAL - SINGLE UNIT"", ""PERSONAL""]","[""2007"", ""2020""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],[],[],"[""1""]",[],[],[],[],[],['17'],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-03T14:50:00.000""]","[""IMPROPER TURN"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]",[],"[""IL""]","[""NONE""]",[],"[""O2162878"", ""O2162879"", ""P477296"", ""P477300""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M""]","[""IL""]","[""2061777"", ""2061783""]","[""60617""]",[],"[""2""]",[],[],[],[],2025,10,14,3,False,afternoon,41.71,-87.63,41.71_-87.63,17.0,17,17,OTHER,1
STRAIGHT AND LEVEL,1231,2025-10-03 14:45:00,6,14,10,F10ACAECF08801821DD28469C660F493BCCBD160989A370DA04EE79BD30C48AF26B7A431A383C6A9D718D76D677A2075531792B720C8731CA9B5C15471DD09DF,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.8785902835,DAYLIGHT,-87.6641963446,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,DRY,UNABLE TO DETERMINE,S,211,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,2,4,[],[],[],"[""2025-10-03T14:45:00.000""]","[""2162898"", ""2162899""]","[""SIDE-LEFT-REAR"", ""SIDE-RIGHT-REAR""]","[""IL"", ""NY""]","[""CHEVROLET"", ""HYUNDAI""]","[""PARKED IN TRAFFIC LANE"", ""PASSING/OVERTAKING""]","[""EXPRESS"", ""PALISADE""]","[""2"", ""3""]","[""N""]","[""1"", ""2""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""2061798"", ""2061823""]","[""BUS OVER 15 PASS."", ""PASSENGER""]","[""PERSONAL"", ""SCHOOL BUS""]","[""2015"", ""2025""]","[""Y""]","[""Y""]",[],[],[],"[""Y""]",[],[],[],"[""Y""]","[""2""]",[],[],"[""Y""]",[],[],"['0', '34', '36', '74']","[""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""ALGONQUIN"", ""CHICAGO"", ""TINLEY PARK""]","[""2025-10-03T14:45:00.000""]","[""IMPROPER PASSING""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2162898"", ""P477301"", ""P477302"", ""P477305"", ""P477311""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL""]","[""CHILD RESTRAINT - REAR FACING"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2061798"", ""2061823""]","[""60102"", ""60477"", ""60628""]",[],"[""1"", ""12"", ""6"", ""7""]",[],[],[],[],2025,10,14,3,False,afternoon,41.88,-87.66,41.88_-87.66,36.0,0,74,OTHER,0
STRAIGHT AND LEVEL,1811,2025-10-03 14:35:00,6,14,10,AA5BBAB3FAA525C5CB0F671CC49A3C69C20FA91302B24A2444ADFC5204F72ADCCC198BD4A4FA433D308D0AE9CE57BE0C9878199ED31252B4CE015DA17C34E6AA,NO INJURY / DRIVE AWAY,"$501 - $1,500",FUNCTIONING PROPERLY,REAR END,41.9251804848,DAYLIGHT,-87.6585538291,2,30,FOLLOWING TOO CLOSELY,NO DEFECTS,DRY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,W,1201,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,1,2,[],[],"[""Y""]","[""2025-10-03T14:35:00.000""]","[""2162884"", ""2162885""]","[""FRONT"", ""REAR""]","[""IL""]","[""FORD"", ""TOYOTA""]","[""STRAIGHT AHEAD""]","[""CAMRY"", ""ESCAPE""]","[""1""]","[""E""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2061786"", ""2061791""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL""]","[""2006"", ""2013""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Y""]","[""Y""]",[],"['21', '26']","[""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""AURORA"", ""CHICAGO""]","[""2025-10-03T14:35:00.000""]","[""FOLLOWED TOO CLOSELY"", ""NONE""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2162884"", ""O2162885""]","[""DRIVER""]","[""NORMAL""]","[""SAFETY BELT NOT USED"", ""SAFETY BELT USED""]","[""M""]","[""IL""]","[""2061786"", ""2061791""]","[""60504"", ""60622""]",[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.93,-87.66,41.93_-87.66,23.5,21,26,FOLLOWING TOO CLOSELY,0
STRAIGHT AND LEVEL,312,2025-10-03 14:32:00,6,14,10,89BEB1C09F0317E8B732688F253D185BB6CB558299BE7B5E44A86ECD1743DB0C56099D5E0B794A367F069ABBA4FA8A32EE1BA46A6A8870FBCA1B1C0063B291E7,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,41.7799612677,DAYLIGHT,-87.6174723657,2,30,IMPROPER BACKING,NO DEFECTS,DRY,NOT APPLICABLE,S,6300,NO CONTROLS,PARKING LOT,CLEAR,1.0,1.0,0.0,0.0,0.0,1.0,1,1,[],[],[],"[""2025-10-03T14:32:00.000""]","[""2162976"", ""2162977""]","[""REAR-RIGHT-CORNER"", ""SIDE-LEFT""]","[""IL""]","[""FORD"", ""MAZDA""]","[""BACKING"", ""SLOW/STOP IN TRAFFIC""]","[""CX-5"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""1""]","[""S""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2061880"", ""2061889""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2008"", ""2023""]",[],[],[],[],[],[],"[""Y""]",[],[],[],[],[],[],"[""Y""]",[],[],['27'],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CALUMET PARK""]","[""2025-10-03T14:32:00.000""]","[""NONE"", ""OTHER""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE"", ""UNKNOWN""]",[],"[""O2162976"", ""O2162977""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""USAGE UNKNOWN""]","[""F""]","[""IL""]","[""2061880"", ""2061889""]","[""60827""]",[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.78,-87.62,41.78_-87.62,27.0,27,27,OTHER,0
